material_id,formula,spacegroup,cif_path,cif_basename,pred_tm,pred_er,pred_qf,pred_tcf,pred_tm_dev,pred_er_dev,pred_qf_dev,pred_tcf_dev,lit_er,lit_qf,lit_tcf,pred_tm_note
MP_mp-27404,As3(HO2)5,P-1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\As3(HO2)5_P-1_mp-27404.cif,As3(HO2)5_P-1_mp-27404.cif,592.210124465805,7.028603025,,,77.98006301080284,2.230225944,,,,,,Stage1 only (missing structural features)
MP_mp-23317,AsBr3,P2_12_12_1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\AsBr3_P2_12_12_1_mp-23317.cif,AsBr3_P2_12_12_1_mp-23317.cif,590.8753449972907,21.07232613,,,75.04411083722837,2.00503275,,,,,,Stage2
MP_mp-1200478,AsH9C2S(NO)4,P-1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\AsH9C2S(NO)4_P-1_mp-1200478.cif,AsH9C2S(NO)4_P-1_mp-1200478.cif,568.5730929991006,19.61479487,,,55.05004254478799,1.965344617,,,,,,Stage1 only (missing structural features)
MP_mp-1197012,AsPHCl3OF6,Pnma,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\AsPHCl3OF6_Pnma_mp-1197012.cif,AsPHCl3OF6_Pnma_mp-1197012.cif,,18.26112606,,,,2.320059055,,,,,,
MP_mp-561703,AuCClO,Cmcm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\AuCClO_Cmcm_mp-561703.cif,AuCClO_Cmcm_mp-561703.cif,,21.0605145,,,,2.005814707,,,,,,
MP_mp-849805,B12H21C4S2I,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\B12H21C4S2I_P2_1_c_mp-849805.cif,B12H21C4S2I_P2_1_c_mp-849805.cif,572.7458818809304,20.2891679212332,,,49.77734773674612,1.992876854561128,,,,,,Stage1 only (missing structural features)
MP_mp-3319495,B13CN,R3m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\B13CN_R3m_mp-3319495.cif,B13CN_R3m_mp-3319495.cif,813.6384917431667,20.56565785,,,48.06588875848065,2.024201731,,,,,,Stage1 only (missing structural features)
MP_mp-699467,B3H12CN4O,P-1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\B3H12CN4O_P-1_mp-699467.cif,B3H12CN4O_P-1_mp-699467.cif,517.1442766688706,20.30891368481956,,,41.48271705019466,1.9661610353984684,,,,,,Stage1 only (missing structural features)
MP_mp-27426,B4PF9,Pnma,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\B4PF9_Pnma_mp-27426.cif,B4PF9_Pnma_mp-27426.cif,,15.3202608,,,,2.801145868,,,,,,
MP_mp-27892,B5H11N2,C2/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\B5H11N2_C2_c_mp-27892.cif,B5H11N2_C2_c_mp-27892.cif,602.2747797178271,20.33315588,,,57.97120903905184,1.987530504,,,,,,Stage1 only (missing structural features)
MP_mp-30977,B5H6Br,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\B5H6Br_P2_1_c_mp-30977.cif,B5H6Br_P2_1_c_mp-30977.cif,633.1459294440142,20.23307873062476,,,61.0636487075913,2.004713219994187,,,,,,Stage1 only (missing structural features)
MP_mp-27893,B5H9N,Pnma,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\B5H9N_Pnma_mp-27893.cif,B5H9N_Pnma_mp-27893.cif,602.2747797178271,,,,57.97120903905184,,,,,,,Stage1 only (missing structural features)
MP_mp-31064,B6H10N,Fm-3,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\B6H10N_Fm-3_mp-31064.cif,B6H10N_Fm-3_mp-31064.cif,602.2747797178271,20.36902266,,,57.97120903905184,2.004015665,,,,,,Stage1 only (missing structural features)
MP_mp-1200630,B8H4PbO15,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\B8H4PbO15_P2_1_c_mp-1200630.cif,B8H4PbO15_P2_1_c_mp-1200630.cif,637.0088751778608,11.542534551389112,,,50.73717706050124,2.197325787243755,,,,,,Stage1 only (missing structural features)
MP_mp-22430,BAsPbO5,P3_1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\BAsPbO5_P3_1_mp-22430.cif,BAsPbO5_P3_1_mp-22430.cif,995.177513630791,7.38113799,,,122.33737680660823,1.182825954,,,,,,Stage1 only (missing structural features)
MP_mp-1182357,BH12C3N,R3m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\BH12C3N_R3m_mp-1182357.cif,BH12C3N_R3m_mp-1182357.cif,617.8311629754351,20.25639367,,,45.469200286508055,2.000375351,,,,,,Stage1 only (missing structural features)
MP_mp-29475,BH2N,P4_32_12,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\BH2N_P4_32_12_mp-29475.cif,BH2N_P4_32_12_mp-29475.cif,602.2747797178271,20.67905256,,,57.97120903905184,1.972391828,,,,,,Stage1 only (missing structural features)
MP_mp-27341,BH4N,Pbcm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\BH4N_Pbcm_mp-27341.cif,BH4N_Pbcm_mp-27341.cif,602.2747797178271,20.33556375,,,57.97120903905184,2.000279671,,,,,,Stage1 only (missing structural features)
MP_mp-696656,BH4O2F3,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\BH4O2F3_P2_1_c_mp-696656.cif,BH4O2F3_P2_1_c_mp-696656.cif,,10.70843805,,,,2.405144194,,,,,,
MP_mp-1196191,BNF8,Pbcm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\BNF8_Pbcm_mp-1196191.cif,BNF8_Pbcm_mp-1196191.cif,,5.901418835,,,,2.383716362,,,,,,
MP_mp-1203334,BP(H3N)3,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\BP(H3N)3_P2_1_c_mp-1203334.cif,BP(H3N)3_P2_1_c_mp-1203334.cif,627.8926538523555,20.47582327,,,69.86227993343236,1.972494106,,,,,,Stage1 only (missing structural features)
MP_mp-1203864,BP3(PbO4)3,Pbca,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\BP3(PbO4)3_Pbca_mp-1203864.cif,BP3(PbO4)3_Pbca_mp-1203864.cif,1527.6537616915778,11.45252772624777,,,155.4024805818251,2.236359143439364,,,,,,Stage2
MP_mp-28512,Ba(ClO3)2,Fdd2,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba(ClO3)2_Fdd2_mp-28512.cif,Ba(ClO3)2_Fdd2_mp-28512.cif,1006.5837258749935,11.92318091,,,122.90827715186089,3.391823173,,,,,,Stage1 only (missing structural features)
MP_mp-1195112,Ba11B26P2(H3O29)2,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba11B26P2(H3O29)2_P2_1_c_mp-1195112.cif,Ba11B26P2(H3O29)2_P2_1_c_mp-1195112.cif,922.2198681742996,,,,127.11497517609882,,,,,,,Stage1 only (missing structural features)
MP_mp-1229148,Ba13B30(PbO30)2,C2,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba13B30(PbO30)2_C2_mp-1229148.cif,Ba13B30(PbO30)2_C2_mp-1229148.cif,1292.9651861897737,21.188604786641168,,,106.59395191773336,1.9998949573803344,,,,,,Stage1 only (missing structural features)
MP_mp-19098,Ba2CaWO6,C2/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2CaWO6_C2_m_mp-19098.cif,Ba2CaWO6_C2_m_mp-19098.cif,1723.2166866581974,26.50184565,,,77.70849123391629,5.749244173,,,,,46.0,Stage2
MP_mp-1214722,Ba2Fe2ClF7,P2_1/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2Fe2ClF7_P2_1_m_mp-1214722.cif,Ba2Fe2ClF7_P2_1_m_mp-1214722.cif,,11.0561004,,,,3.167863346,,,,,,
MP_mp-3296081,Ba2GaF7,Cc,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2GaF7_Cc_mp-3296081.cif,Ba2GaF7_Cc_mp-3296081.cif,,8.17152039,,,,4.265811435,,,,,,
MP_mp-3249791,Ba2HoBrO3,P4/nmm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2HoBrO3_P4_nmm_mp-3249791.cif,Ba2HoBrO3_P4_nmm_mp-3249791.cif,,21.03959899,,,,3.889238854,,,,,,
MP_mp-6687,Ba2HoSbO6,Fm-3m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2HoSbO6_Fm-3m_mp-6687.cif,Ba2HoSbO6_Fm-3m_mp-6687.cif,,14.77187827,,,,4.238028587,,,,,,
MP_mp-18111,Ba2LaC3O9F,P2_1/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2LaC3O9F_P2_1_m_mp-18111.cif,Ba2LaC3O9F_P2_1_m_mp-18111.cif,,12.98434596,,,,2.350875006,,,,,,
MP_mp-553281,Ba2LaNbO6,C2/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2LaNbO6_C2_m_mp-553281.cif,Ba2LaNbO6_C2_m_mp-553281.cif,,35.92987455,,,,5.431890125,,,,,,
MP_mp-3213413,Ba2LuBrO3,P4/nmm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2LuBrO3_P4_nmm_mp-3213413.cif,Ba2LuBrO3_P4_nmm_mp-3213413.cif,,20.01528963,,,,4.004535902,,,,,,
MP_mp-1190545,Ba2MgGe2O7,P-42_1m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2MgGe2O7_P-42_1m_mp-1190545.cif,Ba2MgGe2O7_P-42_1m_mp-1190545.cif,,9.961133333,,,,1.114559527,,,7.76,20700.0,-55.0,
MP_mp-560626,Ba2Ni7F18,P-1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2Ni7F18_P-1_mp-560626.cif,Ba2Ni7F18_P-1_mp-560626.cif,,4.066985566,,,,3.852526761,,,,,,
MP_mp-1205080,Ba2PIO4,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2PIO4_P2_1_c_mp-1205080.cif,Ba2PIO4_P2_1_c_mp-1205080.cif,1243.3733516635566,19.90126741,,,152.82141750424483,2.865993878,,,,,,Stage1 only (missing structural features)
MP_mp-1214859,Ba2PrV3O11,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2PrV3O11_P2_1_c_mp-1214859.cif,Ba2PrV3O11_P2_1_c_mp-1214859.cif,,10.4173906,,,,0.909310277,,,,,,
MP_mp-1206567,Ba2ScPaO6,Fm-3m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2ScPaO6_Fm-3m_mp-1206567.cif,Ba2ScPaO6_Fm-3m_mp-1206567.cif,,8.333448857,,,,4.008936918,,,,,,
MP_mp-1205823,Ba2ScTaO6,Fm-3m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2ScTaO6_Fm-3m_mp-1205823.cif,Ba2ScTaO6_Fm-3m_mp-1205823.cif,,16.35419736,,,,4.504424019,,,,,,
MP_mp-3205594,Ba2SrIn2F12,P4/mbm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2SrIn2F12_P4_mbm_mp-3205594.cif,Ba2SrIn2F12_P4_mbm_mp-3205594.cif,,10.68604043,,,,5.526974761,,,,,,
MP_mp-1214852,Ba2TbV3O11,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2TbV3O11_P2_1_c_mp-1214852.cif,Ba2TbV3O11_P2_1_c_mp-1214852.cif,,10.29626477,,,,0.941851383,,,,,,
MP_mp-1206029,Ba2TmTaO6,Fm-3m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba2TmTaO6_Fm-3m_mp-1206029.cif,Ba2TmTaO6_Fm-3m_mp-1206029.cif,,19.8975194,,,,4.376651492,,,,,796.0,
MP_mp-14049,Ba3Al2(SiO4)3,Ia-3d,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba3Al2(SiO4)3_Ia-3d_mp-14049.cif,Ba3Al2(SiO4)3_Ia-3d_mp-14049.cif,1752.706799991797,10.17034877,,,103.95747648462924,1.650980685,,,,,,Stage2
MP_mp-1229132,Ba3Al2Ga2(FeO6)2,P2_1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba3Al2Ga2(FeO6)2_P2_1_mp-1229132.cif,Ba3Al2Ga2(FeO6)2_P2_1_mp-1229132.cif,,8.993273256,,,,3.087649534,,,,,,
MP_mp-1199009,Ba3B6H2O13,Pc,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba3B6H2O13_Pc_mp-1199009.cif,Ba3B6H2O13_Pc_mp-1199009.cif,819.75653633788,14.30197948,,,113.17484162882766,2.912192672,,,,,,Stage1 only (missing structural features)
MP_mp-3211215,Ba3GaO4F,I4/mcm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba3GaO4F_I4_mcm_mp-3211215.cif,Ba3GaO4F_I4_mcm_mp-3211215.cif,,15.05037508,,,,3.198798851,,,,,,
MP_mp-778602,Ba3GeO5,P4/ncc,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba3GeO5_P4_ncc_mp-778602.cif,Ba3GeO5_P4_ncc_mp-778602.cif,,15.74092985,,,,3.898697507,,,,,,
MP_mp-3251733,Ba3Ho2Cl2O5,I4/mmm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba3Ho2Cl2O5_I4_mmm_mp-3251733.cif,Ba3Ho2Cl2O5_I4_mmm_mp-3251733.cif,,19.43078874,,,,2.473151502,,,,,,
MP_mp-866313,Ba3In(BO3)3,R-3,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba3In(BO3)3_R-3_mp-866313.cif,Ba3In(BO3)3_R-3_mp-866313.cif,,10.02129182,,,,2.054872864,,,,,,
MP_mp-1195167,Ba3In2P6(HO3)6,R-3,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba3In2P6(HO3)6_R-3_mp-1195167.cif,Ba3In2P6(HO3)6_R-3_mp-1195167.cif,,11.10644149,,,,3.754609705,,,,,,
MP_mp-3207537,Ba3MoCl2O5,Cmcm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba3MoCl2O5_Cmcm_mp-3207537.cif,Ba3MoCl2O5_Cmcm_mp-3207537.cif,1013.6458321777244,16.05176376,,,116.62355010797414,4.025975775,,,,,,Stage1 only (missing structural features)
MP_mp-8960,Ba3NaNbO6,R-3c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba3NaNbO6_R-3c_mp-8960.cif,Ba3NaNbO6_R-3c_mp-8960.cif,1505.4947249763163,16.35249756,,,101.13842138241635,4.342201905,,,,,,Stage1 only (missing structural features)
MP_mp-1214606,Ba3Nd(BO2)9,P6_3/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Ba3Nd(BO2)9_P6_3_m_mp-1214606.cif,Ba3Nd(BO2)9_P6_3_m_mp-1214606.cif,,14.20142261,,,,2.583605458,,,,,,
